,Player Info,,,,,,,,,,Physical Ratings,,,,,,,Ball Carrier Ratings,,,,,,,Receiving Ratings,,,,,,,Passer Ratings,,,,,,,,Blocking Ratings,,,,,,,,Tackling Ratings,,,Coverage Ratings,,,,Pass Rush Ratings,,,Special Teams Ratings,,,Injury Ratings,,,Contract Info,,Misc Info,,,,,,,,,,,,
569,Eagles,ROLB,OLB_RunStopper,50,Eric,Wilson,26,73,230,76,85,89,84,72,75,91,81,50,37,65,55,41,38,54,64,56,50,15,23,13,7,24,6,6,6,10,6,6,12,45,45,45,45,45,45,66,16,83,76,83,60,66,49,83,51,61,72,26,19,35,88,87,82,"$500,000 ","$880,000 ",Default Stride Loose,34603,4,Right,Cincinnati,9318,13,12885,Eric Wilson,WilsonEric_12885,launch-ratings,published,
570,Eagles,RE,DE_SmallerSpeedRusher,94,Josh,Sweat,24,77,251,76,85,88,83,70,78,90,70,39,25,35,26,27,30,35,43,28,25,16,15,8,4,20,6,6,6,18,6,6,12,45,45,45,45,45,45,86,18,84,77,82,26,38,26,66,72,77,70,19,12,10,72,86,81,"$2,460,000 ","$600,000 ",Long Stride Loose,35518,3,Right,Florida State,9073,13,13259,Josh Sweat,SweatJosh_13259,launch-ratings,published,
571,Steelers,P,KP_Power,4,Jordan,Berry,30,77,195,76,72,80,59,52,55,56,65,35,11,12,15,10,15,10,32,10,12,12,10,10,10,40,25,25,20,15,18,16,18,33,16,16,33,19,16,33,14,27,19,35,13,12,10,27,12,12,25,91,79,10,90,88,55,"$850,000 ","$100,000 ",Long Stride Awkward,33315,6,Right,E. Kentucky,7658,29,2790,Jordan Berry,BerryJordan_2790,launch-ratings,published,
572,Steelers,HB,HB_PowerBack,22,Najee,Harris,23,74,230,76,88,90,85,88,81,94,72,92,82,84,81,85,86,81,72,58,59,58,66,59,50,43,43,36,26,26,37,32,41,50,41,40,51,37,34,55,49,44,40,42,21,26,24,32,24,21,36,18,15,53,95,92,93,"$6,200,000 ","$6,850,000 ",Long Stride Default,35863,0,Right,Alabama,1308,29,21829,Najee Harris,HarrisNajee_21829,launch-ratings,published,
573,49ers,CB,CB_Zone,4,Emmanuel,Moseley,25,71,190,76,92,94,88,92,65,91,72,53,43,71,62,25,31,58,54,33,61,12,20,10,10,25,6,6,6,11,6,6,10,18,35,35,10,35,35,51,16,53,59,69,74,79,77,74,37,42,47,10,11,45,89,92,82,"$3,440,000 ","$5,940,000 ",Default Stride Loose,35149,3,Right,Tennessee,9869,15,13504,Emmanuel Moseley,MoseleyEmmanuel_13504,launch-ratings,published,
574,49ers,QB,QB_FieldGeneral,10,Jimmy,Garoppolo,29,74,225,76,72,80,76,75,63,75,79,62,52,63,56,41,39,66,35,15,25,20,17,16,14,88,88,81,80,86,84,91,77,26,10,10,10,10,10,28,22,16,12,37,17,19,10,22,10,10,16,20,10,10,87,86,91,"$126,850,000 ","$10,000,000 ",Default,33544,7,Right,E. Illinois,6429,15,10866,Jimmy Garoppolo,GaroppoloJimmy_10866,launch-ratings,published,
575,Seahawks,CB,CB_Zone,29,D.J.,Reed Jr,24,69,193,76,90,91,89,91,52,87,74,57,61,76,70,29,42,72,71,65,60,14,21,15,11,22,15,10,5,12,6,6,17,35,35,35,35,35,35,47,13,62,51,75,75,79,76,76,29,37,55,14,10,82,85,88,75,"$2,460,000 ",$0 ,Long Stride Loose,35380,3,Right,Kansas State,9034,28,13159,D.J. Reed Jr,ReedDJ_13159,launch-ratings,published,
576,Seahawks,HB,HB_ElusiveBack,20,Rashaad,Penny,25,71,220,76,90,90,87,84,71,80,73,91,78,89,74,70,80,84,65,48,41,53,55,49,42,38,26,21,18,17,24,12,23,31,28,22,56,36,29,31,33,34,31,38,13,15,18,12,10,10,31,17,13,82,88,85,78,"$4,860,000 ","$5,920,000 ",Default,35097,3,Left,San Diego St.,9017,28,13215,Rashaad Penny,PennyRashaad_13215,launch-ratings,published,
577,Buccaneers,TE,TE_VerticalThreat,84,Cameron,Brate,30,77,245,76,78,85,76,67,72,80,82,77,59,70,65,63,63,71,92,81,84,76,73,68,63,20,15,10,6,16,10,6,18,59,59,54,55,54,51,64,49,40,20,40,12,13,10,15,10,10,51,24,22,8,85,95,77,"$30,120,000 ","$5,210,000 ",Long Stride High and Tight,33422,7,Right,Harvard,7026,6,2377,Cameron Brate,BrateCameron_2377,launch-ratings,published,
578,Buccaneers,FS,S_Zone,32,Mike,Edwards,25,70,205,76,88,90,86,82,63,88,81,58,50,69,65,25,39,72,71,53,63,15,25,15,10,22,6,6,6,14,6,6,15,35,35,35,35,35,35,60,12,65,79,77,70,75,73,77,25,28,56,25,25,40,91,86,90,"$2,560,000 ","$840,000 ",Default Stride Loose,35203,2,Right,Kentucky,9448,6,20457,Mike Edwards,EdwardsMike_20457,launch-ratings,published,
579,Buccaneers,WR,WR_DeepThreat,10,Scotty,Miller,24,69,174,76,94,93,86,92,54,82,80,72,66,76,70,30,49,76,86,79,81,68,77,75,79,35,35,30,18,24,30,19,23,46,15,11,26,10,11,36,18,27,18,36,19,26,18,24,10,10,24,17,13,74,80,88,80,"$2,540,000 ","$120,000 ",Short Stride Default,35642,2,Right,Bowling Green St.,460,6,20739,Scotty Miller,MillerScotty_20739,launch-ratings,published,
580,Buccaneers,DT,DT_RunStopper,96,Steve,McLendon,35,75,310,76,60,77,65,50,86,72,80,40,10,10,10,10,10,10,33,15,15,15,15,7,3,35,6,6,6,17,6,6,12,45,45,45,45,45,45,85,35,87,72,80,15,20,10,82,72,50,77,20,25,10,78,90,80,"$990,000 ",$0 ,Default Stride Awkward,31415,12,Right,Troy,4781,6,10142,Steve McLendon,McLendonSteve_10142,launch-ratings,published,
581,Titans,WR,WR_DeepThreat,18,Josh,Reynolds,26,75,192,76,88,87,86,88,62,88,82,76,76,76,72,50,71,78,87,84,86,75,78,80,79,30,25,20,15,20,27,20,22,49,27,20,44,25,23,49,29,35,28,32,18,26,20,17,10,10,24,20,14,45,85,95,77,"$500,000 ","$1,250,000 ",Long Stride Loose,34746,4,Right,Texas AM,8700,30,12662,Josh Reynolds,ReynoldsJosh_12662,launch-ratings,published,
582,Titans,RG,G_Agile,64,Nate,Davis,24,75,316,76,65,77,70,53,87,66,88,40,7,10,10,20,10,10,25,10,12,12,10,5,5,30,6,6,6,12,6,6,12,77,75,79,75,74,77,83,85,45,35,45,12,15,10,33,25,22,37,24,21,10,80,87,82,"$2,770,000 ","$920,000 ",Default Stride Awkward,35331,2,Right,Charlotte,9433,30,20402,Nate Davis,DavisNate_20402,launch-ratings,published,
583,Football Team,SS,S_Zone,31,Kamren,Curl,22,73,198,76,86,89,83,81,68,83,81,55,51,69,58,34,36,63,65,54,62,30,38,31,27,20,10,10,10,10,10,10,10,35,35,35,35,35,35,57,12,67,77,77,72,76,64,79,44,53,56,22,17,59,88,90,84,"$3,300,000 ","$110,000 ",Short Stride Loose,36250,1,Right,Arkansas,225,26,21012,Kamren Curl,CurlKamren_21012,launch-ratings,published,
584,Cardinals,LOLB,OLB_SpeedRusher,45,Dennis,Gardeck,27,72,232,75,85,87,75,70,81,87,75,45,20,44,37,37,45,37,47,32,37,15,14,10,6,28,6,6,6,10,6,6,12,45,45,45,45,45,45,75,12,77,76,81,46,55,34,73,71,78,62,14,17,10,86,87,88,"$3,380,000 ",$0 ,Default Stride Loose,34555,3,Right,Sioux Falls,9780,7,13610,Dennis Gardeck,GardeckDennis_13610,launch-ratings,published,
585,Cardinals,LOLB,OLB_PowerRusher,42,Devon,Kennard,30,75,256,75,81,88,76,70,75,74,76,55,10,32,33,45,30,15,61,33,35,25,15,5,5,15,6,6,6,18,6,6,12,45,45,45,45,45,45,87,27,85,77,83,51,63,50,79,75,64,72,27,24,10,85,86,84,"$14,250,000 ","$4,500,000 ",Default Stride Awkward,33413,7,Right,USC,6479,7,2060,Devon Kennard,KennardDevon_2060,launch-ratings,published,
586,Falcons,WR,WR_Slot,14,Russell,Gage Jr,25,72,186,75,90,92,85,86,60,91,82,75,75,79,72,53,46,78,83,80,82,64,80,78,76,58,43,38,41,40,36,30,28,52,37,31,30,25,20,52,29,58,49,66,10,15,10,16,10,10,58,16,12,33,84,92,90,"$3,890,000 ","$160,000 ",Short Stride Loose,35086,3,Right,LSU,9779,14,13465,Russell Gage Jr,GageRussell_13465,launch-ratings,published,
587,Bills,WR,WR_DeepThreat,13,Gabriel,Davis,22,74,210,75,90,89,83,81,67,87,80,75,74,78,74,57,66,81,83,81,84,77,78,78,78,31,15,10,6,19,10,6,24,55,37,33,42,31,25,49,36,33,27,36,14,21,18,18,10,10,33,19,15,45,90,91,88,"$3,300,000 ","$680,000 ",Long Stride Default,36251,1,Left,UCF,238,3,20935,Gabriel Davis,DavisGabriel_20935,launch-ratings,published,
588,Bills,RG,G_Power,76,Jon,Feliciano,29,76,325,75,60,73,66,54,86,67,89,40,6,12,11,25,38,14,35,10,12,12,10,5,5,23,6,6,6,12,6,6,12,76,78,74,76,77,74,83,78,41,35,25,12,12,10,10,10,10,29,22,17,14,79,90,88,"$9,900,000 ","$4,280,000 ",Default Stride Awkward,33644,6,Right,Miami,7110,3,2612,Jon Feliciano,FelicianoJon_2612,launch-ratings,published,
589,Bills,HB,HB_ElusiveBack,22,Matt,Breida,26,70,195,75,94,93,90,84,73,92,74,82,76,84,74,68,67,79,67,52,53,51,64,58,50,27,25,20,17,14,24,18,20,35,25,24,52,27,24,41,43,38,31,33,12,16,14,18,18,22,31,19,15,59,77,83,77,"$780,000 ","$140,000 ",Default,34758,4,Right,Ga. Southern,9149,3,12933,Matt Breida,BreidaMatt_12933,launch-ratings,published,
590,Bills,HB,HB_PowerBack,20,Zack,Moss,23,69,205,75,86,88,85,80,77,81,78,93,83,81,79,84,80,82,67,52,51,52,60,50,39,33,25,20,15,14,16,13,33,40,34,29,64,39,35,48,46,34,28,41,21,28,23,31,16,15,33,21,16,35,85,85,89,"$3,700,000 ","$920,000 ",Default,35779,1,Right,Utah,474,3,21332,Zack Moss,MossZack_21332,launch-ratings,published,
591,Panthers,RE,DE_PowerRusher,97,Yetur,Gross-Matos,23,77,266,75,84,87,80,70,81,82,74,30,14,30,24,32,28,27,31,16,16,14,10,7,5,18,6,6,6,15,6,6,11,45,45,45,45,45,45,77,13,83,82,82,27,32,16,74,76,67,74,19,14,10,77,89,87,"$4,200,000 ","$4,000,000 ",Long Stride Loose,35852,1,Right,Penn State,307,21,20995,Yetur Gross-Matos,GrossMatosYetur_20995,launch-ratings,published,
592,Bears,WR,WR_Slot,17,Anthony,Miller,26,71,199,75,89,90,93,83,68,92,78,73,76,84,75,47,74,85,82,81,85,74,81,80,76,42,31,26,20,32,33,15,33,51,32,28,29,24,20,45,22,33,20,37,15,21,20,19,10,10,29,19,13,77,85,87,81,"$3,380,000 ","$1,960,000 ",Short Stride Loose,34616,3,Right,Memphis,8992,1,13111,Anthony Miller,MillerAnthony_13111,launch-ratings,published,
593,Bears,DT,DT_RunStopper,79,Mike,Pennel,30,76,332,75,62,79,57,50,87,71,82,40,10,15,12,25,27,15,32,15,15,15,15,7,3,20,6,6,6,10,6,6,12,45,45,45,45,45,45,86,36,84,75,79,15,20,16,85,68,46,74,15,16,10,68,92,75,"$1,000,000 ",$0 ,Default Stride Awkward,33367,8,Right,CSU-Pueblo,6548,1,2276,Mike Pennel,PennelMike_2276,launch-ratings,published,
594,Bengals,CB,CB_MantoMan,23,Darius,Phillips,25,70,190,75,92,90,88,88,47,79,77,51,55,83,70,19,50,78,74,48,69,30,45,38,32,25,6,6,6,15,6,6,10,40,35,35,35,40,35,48,17,48,44,70,76,73,73,75,29,35,43,17,13,88,92,87,86,"$2,460,000 ","$200,000 ",Short Stride Loose,35242,3,Right,W. Michigan,9021,2,13218,Darius Phillips,PhillipsDarius_13218,launch-ratings,published,
595,Bengals,CB,CB_MantoMan,20,Eli,Apple,26,73,199,75,91,91,87,86,61,85,75,63,50,72,64,26,37,66,69,44,62,27,26,16,11,27,6,6,6,11,6,6,10,15,33,34,10,33,34,51,11,57,47,77,77,74,75,73,24,25,49,18,17,65,90,90,84,"$1,010,000 ",$0 ,Default Stride Loose,34920,5,Right,Ohio State,7883,2,17653,Eli Apple,AppleEli_17653,launch-ratings,published,
596,Bengals,WR,WR_DeepThreat,1,Ja'Marr,Chase,21,72,201,75,92,89,86,91,73,95,75,74,80,78,79,69,63,81,81,81,85,73,76,78,79,33,20,15,10,22,19,10,29,49,34,30,37,26,20,46,27,34,27,36,13,17,15,17,10,10,37,22,17,60,83,91,88,"$11,060,000 ","$19,760,000 ",Default,36586,0,Right,LSU,1370,2,21586,Ja'Marr Chase,ChaseJaMarr_21586,launch-ratings,published,
597,Bengals,LT,OT_Agile,73,Jonah,Williams,23,76,305,75,69,80,71,56,85,70,88,43,15,28,15,35,33,30,34,20,25,35,15,5,5,30,6,6,6,6,6,6,12,75,73,77,78,77,81,81,82,39,44,42,15,20,10,29,31,38,30,14,16,10,88,87,90,"$2,000,000 ","$15,630,000 ",Default Stride Awkward,35751,2,Right,Alabama,9678,2,20530,Jonah Williams,WilliamsJonah_20530,launch-ratings,published,
598,Bengals,ROLB,OLB_RunStopper,55,Logan,Wilson,25,74,241,75,85,89,83,77,74,78,78,60,33,47,40,44,39,48,68,48,61,28,41,36,29,30,21,16,12,26,25,11,30,45,45,45,45,45,45,79,13,84,83,83,61,70,49,75,57,52,70,70,55,10,92,94,90,"$3,790,000 ","$1,150,000 ",Default,35254,1,Right,Wyoming,675,2,21148,Logan Wilson,WilsonLogan_21148,launch-ratings,published,
599,Bengals,LE,DE_SmallerSpeedRusher,94,Sam,Hubbard,26,77,265,75,78,83,84,67,74,84,82,40,22,33,27,31,33,27,43,35,33,14,22,18,15,20,6,6,6,14,6,6,12,53,49,48,50,46,47,83,32,80,75,85,32,45,18,79,67,76,76,10,10,10,73,92,91,"$4,040,000 ","$920,000 ",Short Stride Loose,34879,3,Right,Ohio State,8928,2,13182,Sam Hubbard,HubbardSam_13182,launch-ratings,published,
600,Browns,DT,DT_RunStopper,99,Andrew,Billings,26,73,328,75,72,80,67,53,93,69,74,28,17,23,17,43,32,28,26,14,16,15,13,5,3,24,6,6,6,10,6,6,12,45,46,45,44,44,45,79,28,80,81,80,18,26,13,77,72,51,73,23,19,9,76,87,78,"$500,000 ","$3,000,000 ",Default Stride Awkward,34764,5,Right,Baylor,7895,5,17655,Andrew Billings,BillingsAndrew_17655,launch-ratings,published,
601,Browns,CB,CB_MantoMan,26,Greedy,Williams,23,74,185,75,93,92,87,86,54,86,70,63,52,72,65,23,35,63,70,55,69,22,25,15,12,35,15,10,6,10,10,6,12,34,34,35,28,22,22,45,11,56,52,72,76,73,79,64,30,42,48,20,17,62,87,89,84,"$3,460,000 ","$3,000,000 ",Long Stride Loose,35767,2,Right,LSU,9675,5,20600,Greedy Williams,WilliamsGreedy_20600,launch-ratings,published,
602,Cowboys,DT,DT_RunStopper,95,Brent,Urban,30,79,295,75,74,80,69,56,79,69,81,48,22,45,36,50,40,40,34,25,30,15,10,3,2,25,6,6,6,14,6,6,12,45,45,45,45,45,45,79,18,80,77,82,25,29,12,85,70,56,81,17,25,10,72,73,79,"$500,000 ","$1,250,000 ",Default Stride Awkward,33363,7,Right,Virginia,6620,11,2109,Brent Urban,UrbanBrent_2109,launch-ratings,published,
603,Cowboys,P,KP_Power,5,Bryan,Anger,32,75,202,75,69,81,70,50,55,75,57,60,26,54,35,25,10,22,65,43,35,15,15,15,15,50,30,30,25,15,20,20,32,25,17,17,19,19,19,22,16,34,22,39,11,25,10,28,12,14,17,95,81,10,85,97,82,"$850,000 ","$140,000 ",Default Stride Awkward,32422,9,Right,California,5023,11,11594,Bryan Anger,AngerBryan_11594,launch-ratings,published,
604,Cowboys,SS,S_RunSupport,6,Donovan,Wilson,26,72,204,75,84,87,83,80,64,86,80,51,53,67,58,35,43,60,71,52,65,45,35,30,24,25,6,6,6,17,6,6,10,35,35,35,35,35,35,65,10,71,87,77,68,74,65,78,32,39,56,15,14,30,88,85,79,"$2,540,000 ","$120,000 ",Default Stride Loose,34751,2,Right,Texas AM,9684,11,20713,Donovan Wilson,WilsonDonovan_20713,launch-ratings,published,
605,Broncos,LE,DE_SmallerSpeedRusher,93,Dre'Mont,Jones,24,75,281,75,73,85,76,60,78,77,80,50,35,37,34,34,42,45,51,39,37,26,24,21,17,24,6,6,6,12,6,6,12,45,45,45,45,45,45,84,17,84,80,82,21,41,19,79,68,77,75,18,10,10,74,89,82,"$3,110,000 ","$1,040,000 ",Long Stride Loose,35435,2,Right,Ohio State,9538,4,20553,Dre'Mont Jones,JonesDreMont_20553,launch-ratings,published,
606,Broncos,HB,HB_PowerBack,33,Javonte,Williams,21,70,215,75,87,89,85,86,80,83,69,91,85,82,75,88,80,82,66,51,53,49,64,57,53,32,10,10,10,15,18,13,26,52,43,38,53,37,33,50,52,35,29,38,15,20,17,15,10,10,31,18,14,42,83,89,87,"$8,865,752 ","$3,800,000 ",Default,36641,0,Right,North Carolina,0,4,21581,Javonte Williams,WilliamsJavonte_21581,launch-ratings,published,
607,Broncos,MLB,MLB_RunStopper,47,Josey,Jewell,26,73,236,75,78,88,85,76,70,84,76,60,36,47,36,45,34,54,61,40,35,12,15,5,5,25,6,6,6,16,6,6,12,45,45,45,45,45,45,73,24,84,85,83,60,65,45,79,58,64,77,18,13,10,85,91,72,"$3,890,000 ","$720,000 ",Default Stride Loose,34693,3,Right,Iowa,8946,4,13249,Josey Jewell,JewellJosey_13249,launch-ratings,published,
608,Broncos,CB,CB_Zone,13,Michael,Ojemudia,23,73,200,75,91,92,87,85,66,86,77,59,52,71,66,29,47,68,67,56,66,30,32,25,21,25,6,6,6,14,6,6,13,43,35,35,40,35,35,52,16,54,64,72,74,77,73,75,31,38,49,15,16,40,90,87,84,"$3,740,000 ","$1,010,000 ",Default,35685,1,Right,Iowa,488,4,21156,Michael Ojemudia,OjemudiaMichael_21156,launch-ratings,published,
609,Broncos,P,KP_Power,6,Sam,Martin,31,73,211,75,72,80,57,53,46,65,57,48,10,10,10,10,10,15,45,10,12,12,10,10,10,41,15,15,15,13,18,15,17,25,15,15,20,15,15,15,15,24,12,35,10,25,10,15,10,10,10,96,79,10,85,92,65,"$5,050,000 ","$1,990,000 ",Default Stride Awkward,32931,8,Right,Appalach. St.,6649,4,11938,Sam Martin,MartinSam_11938,launch-ratings,published,
610,Lions,CB,CB_Zone,24,Amani,Oruwariye,25,74,205,75,89,87,87,86,65,87,80,62,58,72,66,41,35,65,73,62,69,27,26,16,11,27,6,6,6,13,6,6,15,34,33,34,33,33,34,45,15,57,53,73,76,80,78,78,35,41,50,18,17,56,90,87,89,"$2,520,000 ","$320,000 ",Long Stride Loose,35104,2,Right,Penn State,9594,19,20448,Amani Oruwariye,OruwariyeAmani_20448,launch-ratings,published,
611,Lions,WR,WR_DeepThreat,19,Breshad,Perriman,27,74,215,75,93,92,82,76,68,86,76,69,73,85,80,60,60,76,83,77,86,76,73,76,79,36,20,20,15,20,10,10,24,33,27,21,33,18,17,53,33,29,15,35,15,20,20,15,15,20,40,24,21,60,77,76,74,"$500,000 ","$1,940,000 ",Default,34222,6,Right,UCF,7274,19,2440,Breshad Perriman,PerrimanBreshad_2440,launch-ratings,published,
612,Lions,LE,DE_RunStopper,93,Da'Shawn,Hand,25,75,297,75,78,84,58,55,92,77,73,28,17,29,23,34,32,26,27,20,18,13,15,8,4,22,6,6,6,14,6,6,12,45,45,45,45,45,45,86,20,84,79,83,20,28,20,75,73,61,77,33,16,10,73,86,85,"$2,460,000 ","$680,000 ",Long Stride Loose,35017,3,Right,Alabama,8910,19,13241,Da'Shawn Hand,HandDaShawn_13241,launch-ratings,published,
613,Lions,TE,TE_Possession,80,Darren,Fells,35,79,270,75,76,80,80,69,77,83,83,76,50,74,74,71,70,63,82,80,83,76,72,67,62,35,15,10,6,11,10,6,10,63,62,60,60,60,57,67,69,45,25,54,12,25,25,10,20,20,44,15,14,15,77,90,74,"$530,000 ","$460,000 ",Long Stride High and Tight,31524,8,Right,UC Irvine,7111,19,2287,Darren Fells,FellsDarren_2287,launch-ratings,published,
614,Lions,RT,OT_Agile,58,Penei,Sewell,20,77,331,75,69,79,59,58,90,70,75,35,15,10,10,30,25,20,33,17,15,15,12,10,5,18,6,6,6,14,6,6,13,77,76,78,79,77,82,91,86,32,33,37,12,12,10,19,24,16,35,23,20,10,85,92,88,"$9,220,000 ","$14,880,000 ",Default Stride Awkward,36808,0,Right,Oregon,963,19,21540,Penei Sewell,SewellPenei_21540,launch-ratings,published,
615,Lions,CB,CB_MantoMan,1,Quinton,Dunbar,29,74,202,75,90,93,85,84,64,85,78,59,62,72,66,36,37,63,72,64,63,25,68,60,53,37,6,6,6,11,6,6,12,35,35,35,35,35,35,45,15,47,50,65,75,77,79,75,30,32,43,15,11,70,90,89,77,"$850,000 ","$140,000 ",Default Stride Bread Loaf,33807,6,Right,Florida,7682,19,2845,Quinton Dunbar,DunbarQuinton_2845,launch-ratings,published,
616,Packers,MLB,MLB_FieldGeneral,51,Krys,Barnes,23,74,229,75,84,87,82,74,71,74,80,55,40,63,54,50,50,52,62,40,53,25,15,10,10,20,6,6,6,11,6,6,15,42,35,35,30,35,35,79,24,85,80,83,63,68,46,77,46,50,69,18,16,42,89,85,87,"$1,390,000 ",$0 ,Default Stride Loose,35887,1,Right,UCLA,1395,20,21409,Krys Barnes,BarnesKrys_21409,launch-ratings,published,
617,Texans,RT,OT_Power,61,Marcus,Cannon,33,78,335,75,59,74,54,42,95,75,76,40,11,10,10,10,10,10,25,10,12,12,10,5,5,15,6,6,6,14,6,6,12,80,81,80,75,76,72,84,79,30,35,30,16,11,10,23,10,10,20,20,21,10,75,84,65,"$24,800,000 ","$8,690,000 ",Long Stride Awkward,32269,10,Right,TCU,4340,32,10665,Marcus Cannon,CannonMarcus_10665,launch-ratings,published,
618,Texans,CB,CB_MantoMan,39,Terrance,Mitchell,29,71,190,75,87,90,93,91,52,82,78,73,70,86,77,23,40,82,72,54,60,25,10,10,10,26,6,6,6,10,6,6,15,35,35,35,35,35,35,45,15,55,46,76,75,70,79,76,32,34,43,11,10,50,92,86,74,"$3,500,000 ","$3,000,000 ",Short Stride Loose,33751,7,Right,Oregon,6526,32,2039,Terrance Mitchell,MitchellTerrance_2039,launch-ratings,published,
619,Colts,TE,TE_Possession,81,Mo,Alie-Cox,27,77,267,75,81,85,75,69,70,85,79,72,62,62,54,66,64,63,83,81,84,68,70,65,61,25,15,10,6,14,10,6,18,67,66,62,63,62,59,65,54,28,12,25,10,13,10,21,10,10,19,19,14,10,78,85,86,"$3,380,000 ",$0 ,Long Stride Loose,34231,3,Right,Virginia Commonwealth,9697,10,13872,Mo Alie-Cox,AlieCoxMo_13872,launch-ratings,published,
620,Colts,P,KP_Power,8,Rigoberto,Sanchez,26,72,195,75,73,78,67,54,51,59,60,47,14,10,19,21,16,28,38,18,14,12,12,12,12,39,37,32,26,18,26,18,21,20,18,18,20,19,17,22,16,27,33,24,18,26,13,24,10,10,28,92,83,10,86,91,69,"$8,250,000 ","$4,000,000 ",Default Stride Awkward,34585,4,Right,Hawaii,9282,10,12930,Rigoberto Sanchez,SanchezRigoberto_12930,launch-ratings,published,
621,Colts,CB,CB_Zone,38,T.J.,Carrie,31,72,204,75,88,88,85,84,68,94,75,67,55,80,71,21,25,80,66,49,66,58,42,32,25,24,6,6,6,10,6,6,15,35,35,35,35,35,35,51,11,63,55,66,75,80,78,77,31,37,49,10,11,83,89,79,87,"$1,530,000 ","$500,000 ",Default,33082,7,Right,Ohio,6376,10,2098,T.J. Carrie,CarrieTJ_2098,launch-ratings,published,
622,Colts,WR,WR_Slot,14,Zach,Pascal,26,74,214,75,87,92,85,80,72,86,84,75,73,76,72,66,68,67,85,81,83,73,79,79,73,46,30,24,20,19,27,18,22,54,27,21,49,34,30,57,30,31,28,40,19,18,15,15,10,10,28,23,18,78,85,86,88,"$3,380,000 ",$0 ,Default Stride Loose,34686,4,Right,Old Dominion,8683,10,12997,Zach Pascal,PascalZach_12997,launch-ratings,published,
623,Jaguars,WR,WR_DeepThreat,13,Phillip,Dorsett II,28,70,192,75,93,90,90,89,62,88,74,71,76,87,88,28,34,82,85,81,84,69,80,78,78,34,15,10,6,20,10,6,24,55,39,33,32,20,15,46,26,20,14,34,18,25,10,24,10,10,28,21,15,81,82,82,79,"$850,000 ",$0 ,Default Stride Loose,33974,6,Right,Miami,7089,17,2443,Phillip Dorsett II,DorsettPhillip_2443,launch-ratings,published,
624,Chiefs,MLB,MLB_RunStopper,53,Anthony,Hitchens,29,72,235,75,80,86,79,69,77,77,80,65,15,40,42,44,40,39,61,45,47,15,15,5,5,25,6,6,6,10,6,6,12,45,45,45,45,45,45,82,21,85,87,83,51,59,55,78,62,51,76,20,20,15,88,94,91,"$24,500,000 ","$20,490,000 ",Default,33765,7,Right,Iowa,6450,9,2033,Anthony Hitchens,HitchensAnthony_2033,launch-ratings,published,
625,Chiefs,C,C_Agile,66,Austin,Blythe,29,75,300,75,60,79,69,55,87,77,78,24,7,17,13,26,21,16,27,14,14,15,13,5,5,24,6,6,6,13,6,6,12,80,78,82,77,76,79,83,82,32,28,31,12,14,8,19,12,13,26,20,20,9,93,93,91,"$990,000 ",$0 ,Long Stride Awkward,33771,5,Right,Iowa,7897,9,17697,Austin Blythe,BlytheAustin_17697,launch-ratings,published,
626,Chiefs,HB,HB_ElusiveBack,1,Jerick,McKinnon,29,69,208,75,90,91,94,88,73,92,71,83,77,85,78,59,56,79,71,54,52,67,67,60,52,54,48,46,40,28,45,15,39,51,39,45,50,43,39,49,51,32,12,22,45,50,30,27,10,10,35,28,22,82,86,85,79,"$850,000 ",$0 ,Default,33727,7,Right,Ga. Southern,6521,9,12354,Jerick McKinnon,McKinnonJerick_12354,launch-ratings,published,
627,Chiefs,CB,CB_MantoMan,21,Mike,Hughes,24,70,189,75,89,91,94,91,67,85,72,72,63,81,73,34,34,73,75,70,75,24,35,30,26,23,6,6,6,18,6,6,17,35,35,35,35,35,35,57,15,52,66,70,77,74,78,75,23,31,48,22,24,82,94,84,84,"$4,620,000 ","$3,930,000 ",Short Stride Default,35472,3,Right,UCF,8929,9,13148,Mike Hughes,HughesMike_13148,launch-ratings,published,
628,Chiefs,CB,CB_MantoMan,27,Rashad,Fenton,24,71,188,75,88,89,84,86,58,82,77,52,54,73,69,43,42,63,68,44,62,20,27,21,16,22,6,6,6,13,6,6,14,18,33,34,13,33,34,45,15,61,57,73,79,78,73,75,38,42,54,18,17,80,91,88,82,"$2,540,000 ","$130,000 ",Default Stride Loose,35478,2,Right,South Carolina,9453,9,20704,Rashad Fenton,FentonRashad_20704,launch-ratings,published,
629,Chiefs,SS,S_RunSupport,20,Will,Parks,27,73,200,75,86,90,82,81,73,77,75,68,49,68,64,54,48,54,71,38,60,12,15,13,10,27,6,6,6,15,6,6,14,18,35,35,25,35,35,64,19,74,83,78,70,74,71,77,28,30,53,22,24,35,89,89,82,"$850,000 ",$0 ,Short Stride Default,34544,5,Right,Arizona,8170,9,17859,Will Parks,ParksWill_17859,launch-ratings,published,
630,Raiders,FB,FB_Utility,45,Alec,Ingold,25,73,240,75,77,84,72,78,76,82,82,80,49,71,61,77,73,71,69,62,54,51,60,48,42,60,52,47,43,40,51,38,33,65,55,56,68,47,43,69,83,50,41,49,15,20,20,33,30,35,35,56,37,32,86,89,87,"$1,760,000 ",$0 ,Default,35255,2,Right,Wisconsin,9514,23,20390,Alec Ingold,IngoldAlec_20390,launch-ratings,published,
