ID,First Name,Last Name,Age,Height,Weight,Jersey,Position,Team,Archetype
1879,Ulysees,Gilbert III,24,72,230,54,MLB,Steelers,MLB_FieldGeneral
1880,Azeez,Al-Shaair,24,73,228,51,ROLB,49ers,OLB_RunStopper
1881,Charlie,Woerner,23,77,245,89,TE,49ers,TE_Possession
1882,Daeshon,Hall,26,77,266,77,RE,49ers,DE_SmallerSpeedRusher
1883,Jauan,Jennings,24,75,215,15,WR,49ers,WR_Physical
1884,Aashari,Crosswell,21,72,205,39,FS,Seahawks,S_Zone
1885,Bryan,Mone,25,75,366,90,DT,Seahawks,DT_RunStopper
1886,Cedrick,Lattimore,23,75,300,75,DT,Seahawks,DT_RunStopper
1887,Darvin,Kidsy,26,72,180,13,WR,Seahawks,WR_DeepThreat
1888,Jamarco,Jones,25,76,293,73,RG,Seahawks,G_Agile
1889,Jon,Rhattigan,22,72,236,59,MLB,Seahawks,MLB_RunStopper
1890,Nick,Bellore,32,73,250,44,FB,Seahawks,FB_Blocking
1891,Penny,Hart,25,68,180,19,WR,Seahawks,WR_Slot
1892,Cam,Gill,23,74,240,49,ROLB,Buccaneers,OLB_SpeedRusher
1893,Joe,Jones,27,72,240,53,MLB,Buccaneers,MLB_RunStopper
1894,K.J.,Britt,22,73,239,52,MLB,Buccaneers,MLB_RunStopper
1895,Nate,Brooks,24,72,192,38,CB,Buccaneers,CB_MantoMan
1896,Briley,Moore,23,76,250,49,TE,Titans,TE_Possession
1897,David,Quessenberry,31,77,307,72,LT,Titans,OT_Power
1898,Larrell,Murchison,24,74,297,91,RE,Titans,DE_RunStopper
1899,Nick,Westbrook-Ikhine,24,75,215,15,WR,Titans,WR_Physical
1900,Racey,McMath,22,75,217,81,WR,Titans,WR_DeepThreat
1901,Rashad,Weaver,23,76,259,99,ROLB,Titans,OLB_PowerRusher
1902,Tuzar,Skipper,26,75,246,59,LOLB,Titans,OLB_PowerRusher
1903,Danny,Johnson,25,69,190,32,CB,Football Team,CB_MantoMan
1904,Wes,Martin,25,75,311,67,RG,Football Team,G_Power
1905,William,Bradley-King,23,75,254,56,RE,Football Team,DE_SmallerSpeedRusher
1906,A.J.,Richardson,26,71,212,83,WR,Cardinals,WR_Physical
1907,Antoine,Wesley,23,76,206,33,WR,Cardinals,WR_Physical
1908,Jamal,Carter,27,73,215,27,SS,Cardinals,S_Zone
1909,Avery,Williams,23,68,195,35,CB,Falcons,CB_Slot
1910,Drew,Dalman,22,75,299,67,C,Falcons,C_Agile
1911,Jeff,Badet,25,72,182,1,WR,Falcons,WR_DeepThreat
1912,JR,Pace,22,73,205,41,SS,Falcons,S_Zone
1913,Keith,Smith,29,72,240,40,FB,Falcons,FB_Utility
1914,Clay,Johnston,25,73,227,57,ROLB,Panthers,OLB_RunStopper
1915,Omar,Bayless,24,73,210,17,WR,Panthers,WR_DeepThreat
1916,P.J.,Walker,26,71,210,6,QB,Panthers,QB_Scrambler
1917,Alex,Bars,25,77,314,64,RG,Bears,G_Power
1918,Artavis,Pierce,25,71,208,46,HB,Bears,HB_ElusiveBack
1919,Jesper,Horsted,24,75,237,87,TE,Bears,TE_VerticalThreat
1920,Brandon,Wilson,27,70,200,40,FS,Bengals,S_Hybrid
1921,Donnie,Lewis Jr,25,72,190,33,CB,Bengals,CB_MantoMan
1922,Hakeem,Adeniji,23,76,302,77,LT,Bengals,OT_Power
1923,Jalen,Davis,25,70,185,35,CB,Bengals,CB_MantoMan
1924,Thaddeus,Moss,23,74,249,81,TE,Bengals,TE_Possession
1925,Trenton,Irwin,25,74,207,16,WR,Bengals,WR_DeepThreat
1926,Brandon,Knight,24,76,314,69,LT,Cowboys,OT_Agile
1927,Deante,Burton,27,74,205,33,CB,Cowboys,CB_MantoMan
1928,Josh,Ball,23,79,304,76,LT,Cowboys,OT_Agile
1929,Eric,Saubert,27,77,243,82,TE,Broncos,TE_VerticalThreat
1930,Jonathon,Cooper,23,75,256,53,LE,Broncos,DE_PowerRusher
1931,Parnell,Motley,23,72,184,42,CB,Broncos,CB_MantoMan
1932,Tyrie,Cleveland,23,74,209,16,WR,Broncos,WR_Slot
1933,C.J.,Moore,25,71,195,38,FS,Lions,S_Zone
1934,Logan,Stenberg,24,78,317,71,LG,Lions,G_Power
1935,Michael,Warren II,22,69,226,46,HB,Lions,HB_PowerBack
1936,Dominique,Dafney,24,74,235,49,TE,Packers,TE_VerticalThreat
1937,Isaac,Nauta,24,75,244,82,TE,Packers,TE_Possession
1938,Isaiah,McDuffie,22,73,227,58,MLB,Packers,MLB_RunStopper
1939,Andre,Chachere,25,72,200,36,CB,Colts,CB_MantoMan
1940,E.J.,Speed,26,76,224,45,ROLB,Colts,OLB_RunStopper
1941,Jordan,Smith,23,78,255,92,ROLB,Jaguars,OLB_SpeedRusher
1942,Luke,Farrell,23,78,258,89,TE,Jaguars,TE_Possession
1943,Austin,Edwards,24,75,280,60,LE,Chiefs,DE_PowerRusher
1944,BoPete,Keyes,23,73,202,29,CB,Chiefs,CB_MantoMan
1945,Demone,Harris,25,76,272,96,LE,Chiefs,DE_SmallerSpeedRusher
1946,Dicaprio,Bootle,23,70,180,2,CB,Chiefs,CB_MantoMan
1947,Joshua,Kaindoh,22,78,258,59,RE,Chiefs,DE_PowerRusher
1948,Javin,White,24,74,211,53,LOLB,Raiders,OLB_RunStopper
1949,Keisean,Nixon,24,70,200,22,CB,Raiders,CB_MantoMan
1950,Chase,Daniel,34,72,225,7,QB,Chargers,QB_FieldGeneral
1951,Cortez,Broughton,25,74,293,91,LE,Chargers,DE_PowerRusher
1952,Joe,Gaziano,24,76,280,92,LE,Chargers,DE_PowerRusher
1953,Trey,Pipkins III,24,78,304,79,LT,Chargers,OT_Agile
1954,Ben,Skowronek,24,75,220,81,WR,Rams,WR_Physical
1955,Chris,Garrett,23,76,241,48,ROLB,Rams,OLB_SpeedRusher
1956,J.J.,Koski,24,73,195,17,WR,Rams,WR_Slot
1957,Raymond,Calais,23,68,188,30,HB,Rams,HB_ElusiveBack
1958,Brian,Cole II,24,74,205,41,SS,Dolphins,S_RunSupport
1959,Gerrid,Doaks,23,71,228,23,HB,Dolphins,HB_PowerBack
1960,Jonathan,Ledbetter,23,76,264,93,LE,Dolphins,DE_RunStopper
1961,Dylan,Mabin,23,73,195,37,CB,Vikings,CB_Zone
1962,Albert,Huggins Jr,24,75,305,60,DT,Saints,DT_RunStopper
1963,Chase,Hansen,28,75,222,42,ROLB,Saints,OLB_RunStopper
1964,Christian,Ringo,29,73,298,70,DT,Saints,DT_PowerRusher
1965,Dylan,Soehner,23,79,268,89,TE,Saints,TE_Blocking
1966,Garrett,Griffin,27,76,240,45,TE,Saints,TE_Possession
1967,J.T.,Gray,25,72,202,48,SS,Saints,S_Zone
1968,Kawaan,Baker,23,73,210,14,WR,Saints,WR_Physical
1969,Lorenzo,Neal,23,74,318,54,DT,Saints,DT_RunStopper
1970,Shaq,Smith,24,74,245,58,LOLB,Saints,OLB_RunStopper
1971,Elerson,Smith,23,78,262,58,ROLB,Giants,OLB_PowerRusher
1972,Trent,Harris,25,74,255,93,LOLB,Giants,OLB_SpeedRusher
1973,Bennett,Jackson,29,72,192,39,FS,Jets,S_Hybrid
1974,Cameron,Clark,23,76,308,72,LT,Jets,OT_Agile
1975,Lamar,Jackson,23,74,208,38,CB,Jets,CB_MantoMan
1976,Nate,Herbig,23,76,334,67,LG,Eagles,G_Power
1977,Dan,Moore Jr,22,77,315,65,LT,Steelers,OT_Power
1978,Donovan,Stiner,22,74,210,26,SS,Steelers,S_RunSupport
1979,Joshua,Dobbs,26,75,216,5,QB,Steelers,QB_Scrambler
1980,Mason,Rudolph,26,77,235,2,QB,Steelers,QB_FieldGeneral
1981,Tegray,Scales,25,72,227,40,MLB,Steelers,MLB_RunStopper
1982,Zach,Banner,27,80,335,72,RT,Steelers,OT_Power
1983,Aaron,Fuller,23,71,188,17,WR,Seahawks,WR_Slot
1984,Walter,Palmore,25,74,317,64,DT,Seahawks,DT_RunStopper
1985,Antonio,Hamilton,28,72,188,22,CB,Buccaneers,CB_MantoMan
1986,John,Franklin III,26,73,186,5,WR,Buccaneers,WR_DeepThreat
1987,Pat,O'Connor,27,76,270,79,RE,Buccaneers,DE_SmallerSpeedRusher
1988,Jeremy,McNichols,25,69,205,28,HB,Titans,HB_ElusiveBack
1989,Mason,Kinsey,23,71,187,12,WR,Titans,WR_DeepThreat
1990,Jared,Norris,28,73,240,50,MLB,Football Team,MLB_PassCoverage
1991,Justin,Phillips,25,72,235,45,LOLB,Football Team,OLB_RunStopper
1992,Chris,Streveler,26,73,216,15,QB,Cardinals,QB_Scrambler
1993,Colt,McCoy,34,73,210,12,QB,Cardinals,QB_FieldGeneral
1994,Victor,Dimukeje,21,74,262,92,ROLB,Cardinals,OLB_PowerRusher
1995,Caleb,Huntley,22,70,229,42,HB,Falcons,HB_ElusiveBack
1996,Chris,Williamson,24,72,205,29,CB,Falcons,CB_MantoMan
1997,Jaeden,Graham,25,76,250,87,TE,Falcons,TE_VerticalThreat
1998,John,Raine,23,73,230,89,FB,Falcons,FB_Utility
1999,Olive,Sagapolu,24,74,331,69,DT,Falcons,DT_RunStopper
2000,LaCale,London,24,77,280,63,RE,Bears,DE_PowerRusher
2001,Ryan,Nall,25,74,239,35,HB,Bears,HB_ElusiveBack
2002,Michael,Jordan,23,78,315,60,LG,Bengals,G_Agile
2003,Luke,Gifford,26,75,243,57,MLB,Cowboys,MLB_RunStopper
2004,Jonathan,Harris,25,77,295,92,LE,Broncos,DE_RunStopper
2005,Alex,Brown,25,71,170,27,CB,Lions,CB_MantoMan
2006,Brian,Price,27,75,318,76,DT,Lions,DT_PowerRusher
2007,Godwin,Igwebuike,26,71,212,40,SS,Lions,S_Hybrid
2008,Jashon,Cornell,24,75,287,96,LE,Lions,DE_PowerRusher
2009,Carlo,Kemp,23,75,281,98,RE,Packers,DE_PowerRusher
2010,Jack,Heflin,23,76,306,90,LE,Packers,DE_RunStopper
2011,Randy,Ramsey,25,75,238,56,ROLB,Packers,OLB_SpeedRusher
2012,Stanford,Samuels III,22,73,187,46,CB,Packers,CB_MantoMan
2013,Tipa,Galeai,24,77,229,50,LOLB,Packers,OLB_SpeedRusher
2014,Vernon,Scott,23,74,202,36,SS,Packers,S_Zone
2015,Danny,Pinter,25,76,306,63,RG,Colts,G_Agile
2016,Asmar,Bilal,24,74,230,57,MLB,Raiders,MLB_RunStopper
2017,Sam,Young,34,80,302,69,RT,Raiders,OT_Agile
2018,Breiden,Fehoko,24,75,300,96,DT,Chargers,DT_RunStopper
2019,Darius,Bradwell,24,72,235,34,HB,Chargers,HB_PowerBack
2020,Easton,Stick,24,73,224,2,QB,Chargers,QB_Scrambler
2021,Frederick,Smith Jr,24,75,300,77,RE,Chargers,DE_PowerRusher
2022,Jake,Gervase,25,73,212,39,SS,Rams,S_Zone
2023,Johnny,Mundt,26,76,232,82,TE,Rams,TE_Possession
2024,Marquise,Copeland,24,74,287,93,LE,Rams,DE_PowerRusher
2025,Blake,Lynch,24,74,235,48,ROLB,Vikings,OLB_SpeedRusher
2026,Dru,Samia,24,77,305,73,RG,Vikings,G_Agile
2027,Olisaemeka,Udoh,24,78,327,74,RT,Vikings,OT_Power
2028,Zach,Davidson,23,79,245,40,TE,Vikings,TE_VerticalThreat
2029,Ian,Book,23,72,210,16,QB,Saints,QB_Scrambler
2030,Sutton,Smith,25,72,235,47,FB,Saints,FB_Utility
2031,Abdullah,Anderson,25,75,295,65,DT,Steelers,DT_RunStopper
2032,Isaiah,McKoy,21,74,200,17,WR,Steelers,WR_Physical
2033,Joe,Haeg,28,78,298,71,RT,Steelers,OT_Power
2034,Miles,Killebrew,28,74,222,28,MLB,Steelers,MLB_FieldGeneral
2035,Stephen,Denmark,25,74,217,38,CB,Steelers,CB_MantoMan
2036,Cedric,Ogbuehi,29,77,308,70,RT,Seahawks,OT_Power
2037,Dee,Delaney,26,71,200,30,CB,Buccaneers,CB_MantoMan
2038,Grant,Stuard,22,72,230,48,MLB,Buccaneers,MLB_RunStopper
2039,Kobe,Smith,23,74,312,71,RE,Buccaneers,DE_RunStopper
2040,Sam,Renner,24,76,275,77,LE,Buccaneers,DE_SmallerSpeedRusher
2041,Tanner,Hudson,26,77,239,88,TE,Buccaneers,TE_VerticalThreat
2042,B.J.,Bello,26,75,229,53,MLB,Titans,MLB_RunStopper
2043,Jalen,Jelks,25,77,260,57,LE,Football Team,DE_PowerRusher
2044,Keith,Ismael,23,75,309,60,C,Football Team,C_Agile
2045,Jace,Whittaker,26,70,185,39,CB,Cardinals,CB_MantoMan
2046,Max,Garcia,29,76,309,73,LG,Cardinals,G_Power
2047,Chris,Slayton,25,76,307,79,LE,Falcons,DE_PowerRusher
2048,Erroll,Thompson,23,73,239,53,MLB,Falcons,MLB_RunStopper
2049,Freedom,Akinmoladun,25,75,286,92,DT,Bengals,DT_RunStopper
2050,Isaiah,Prince,24,79,305,75,RT,Bengals,OT_Power
2051,Charlie,Taumoepeau,23,74,240,43,TE,Lions,TE_VerticalThreat
2052,Kevin,Strong,25,76,285,92,RE,Lions,DE_RunStopper
2053,Niles,Scott,25,75,320,78,DT,Raiders,DT_RunStopper
2054,Jared,Goldwire,23,77,305,72,RE,Chargers,DE_SmallerSpeedRusher
2055,Eric,Banks,23,77,270,98,RE,Rams,DE_PowerRusher
2056,Kareem,Orr,24,71,195,46,CB,Rams,CB_Slot
2057,Travin,Howard,25,73,219,32,MLB,Rams,MLB_FieldGeneral
2058,Calvin,Throckmorton,25,77,311,76,RG,Saints,G_Power
2059,Deuce,Wallace,24,70,212,36,CB,Saints,CB_Slot
2060,Chris,Jones,26,72,200,36,CB,Titans,CB_MantoMan
2061,Woodrow,Hamilton,28,75,315,78,LE,Titans,DE_RunStopper
2062,A.J.,McCarron,30,75,215,5,QB,Falcons,QB_FieldGeneral
2063,Jake,Hanson,24,76,296,67,C,Packers,C_Agile
2064,Jonathan,Garvin,22,76,257,53,ROLB,Packers,OLB_RunStopper
2065,Brenden,Jaimes,22,78,300,64,LT,Chargers,OT_Agile
2066,Cole,Christiansen,24,73,230,50,MLB,Chargers,MLB_RunStopper
2067,Donte,Vaughn,23,74,210,39,CB,Chargers,CB_Zone
2068,Christian,Rozeboom,24,74,230,56,MLB,Rams,MLB_RunStopper
2069,Bryce,Thompson,21,71,190,31,CB,Saints,CB_MantoMan
2070,Jake,Lampman,27,72,205,19,WR,Saints,WR_DeepThreat
2071,Will,Clapp,24,77,311,64,C,Saints,C_Agile
2072,Wynton,McManis,26,73,225,54,ROLB,Saints,OLB_SpeedRusher
2073,Myles,Adams,23,74,285,67,DT,Seahawks,DT_RunStopper
2074,Saivion,Smith,23,73,200,36,CB,Seahawks,CB_MantoMan
2075,Tyler,Mabry,24,75,247,85,TE,Seahawks,TE_Possession
2076,Bruce,Hector,26,74,296,90,RE,Titans,DE_PowerRusher
2077,Jared,Pinkney,24,76,257,84,TE,Titans,TE_Possession
2078,Alijah,Holder,25,73,188,33,FS,Lions,S_Hybrid
2079,Jerry,Jacobs,22,70,203,39,CB,Lions,CB_MantoMan
2080,Jordan,Simmons,27,76,339,66,LG,Seahawks,G_Power
